,season,player,pos_x,age_x,team_id_x,g-season,mp_per_g-season,fg_pct-season,fg3_pct-season,fg2_pct-season,fta_per_g-season,ft_pct-season,tov_per_g-season,pf_per_g-season,pts_per_g-season,bpm-season,per-season,ts_pct-season,usg_pct-season,ws-season,pos_y,age_y,team_id_y,g-playoffs,mp_per_g-playoffs,fg_pct-playoffs,fg3_pct-playoffs,fg2_pct-playoffs,fta_per_g-playoffs,ft_pct-playoffs,tov_per_g-playoffs,pf_per_g-playoffs,pts_per_g-playoffs,bpm-playoffs,per-playoffs,ts_pct-playoffs,usg_pct-playoffs,ws-playoffs
1614,1991,Terry Cummings,PF,29,SAS,67,32.8,0.484,0.212,0.493,3.6,0.683,2.0,3.4,17.6,0.2,16.3,0.514,24.2,5.6,PF,29,SAS,4,31.0,0.51,0.0,0.521,4.5,0.5,2.3,3.3,14.8,-1.7,13.6,0.518,22.1,0.1
1615,1991,Adrian Dantley,SF,35,MIL,10,12.6,0.38,0.333,0.383,2.6,0.692,0.6,0.8,5.7,-4.2,12.1,0.464,23.0,0.1,SF,35,MIL,3,6.3,0.143,,0.143,1.3,0.75,0.7,0.0,1.7,-13.6,-1.4,0.285,25.2,-0.1
1616,1991,Walter Davis,SG,36,TOT,71,20.9,0.468,0.306,0.475,1.6,0.915,1.2,2.1,13.0,-1.7,15.5,0.506,24.6,2.0,SG,36,POR,13,8.5,0.396,0.0,0.404,0.5,0.833,0.5,0.4,3.3,-3.9,8.8,0.425,22.3,0.0
1617,1991,Vlade Divac,C,22,LAL,82,28.2,0.565,0.357,0.57,3.4,0.703,1.8,3.0,11.2,2.3,17.7,0.606,17.1,8.3,C,22,LAL,19,32.1,0.564,0.167,0.578,3.7,0.803,2.2,3.4,13.3,4.3,17.5,0.62,18.1,1.7
1619,1991,Larry Drew,PG,32,LAL,48,10.3,0.432,0.424,0.435,0.5,0.773,1.0,0.8,2.9,-1.9,10.3,0.516,16.1,0.5,PG,32,LAL,18,6.4,0.424,0.273,0.5,0.3,0.667,0.5,0.9,1.9,-5.7,6.4,0.491,17.4,0.0
1620,1991,Clyde Drexler,SG,28,POR,82,34.8,0.482,0.319,0.509,6.4,0.794,2.8,2.8,21.5,6.8,22.1,0.563,25.7,12.4,SG,28,POR,16,39.6,0.476,0.268,0.531,6.1,0.776,3.8,3.5,21.7,8.8,21.7,0.556,25.3,2.1
1621,1991,Kevin Duckworth,C,26,POR,81,31.0,0.481,0.0,0.482,3.8,0.772,2.3,3.1,15.8,-3.3,12.7,0.525,22.8,4.3,C,26,POR,16,31.9,0.401,,0.401,3.5,0.732,2.4,3.3,11.7,-5.2,7.8,0.452,20.7,-0.1
1622,1991,Joe Dumars,SG,27,DET,80,38.1,0.481,0.311,0.488,5.2,0.89,2.4,1.7,20.4,2.7,18.0,0.552,24.0,9.9,SG,27,DET,15,39.2,0.429,0.405,0.433,6.5,0.845,1.1,2.2,20.6,3.7,17.9,0.537,22.6,1.8
1623,1991,Mark Eaton,C,34,UTA,80,32.3,0.579,,0.579,1.4,0.634,1.2,3.7,5.1,-0.6,9.5,0.599,7.6,5.5,C,34,UTA,9,28.3,0.516,,0.516,1.3,0.583,0.8,4.6,4.3,-1.6,6.5,0.537,7.5,0.5
1624,1991,Blue Edwards,SF,25,UTA,62,26.0,0.526,0.25,0.541,1.9,0.701,1.7,3.3,9.3,-2.2,10.4,0.559,17.1,2.2,SF,25,UTA,9,26.8,0.481,0.5,0.48,2.2,0.8,1.7,4.1,10.1,-2.1,8.8,0.53,18.4,0.3
1625,1991,James Edwards,C,35,DET,72,26.4,0.484,0.5,0.484,4.1,0.729,1.8,3.5,13.6,-2.7,12.7,0.533,24.2,3.5,C,35,DET,15,23.0,0.407,,0.407,3.7,0.691,1.6,2.9,10.7,-6.2,7.3,0.459,25.1,-0.3
1626,1991,Mario Elie,SF-SG,27,TOT,33,19.5,0.497,0.4,0.503,2.7,0.843,0.9,2.6,7.2,-0.2,12.9,0.598,14.2,1.6,SF,27,GSW,9,21.9,0.5,1.0,0.491,3.6,0.844,1.1,3.6,9.3,-1.0,13.5,0.599,17.5,0.4
1627,1991,Sean Elliott,SF,22,SAS,82,37.1,0.49,0.313,0.502,4.9,0.808,1.8,2.3,15.9,0.8,14.2,0.564,17.8,8.8,SF,22,SAS,4,33.0,0.425,0.0,0.459,8.0,0.781,2.3,2.3,14.8,1.5,14.5,0.545,19.8,0.2
1628,1991,Patrick Ewing,C,28,NYK,81,38.3,0.514,0.0,0.516,7.7,0.745,3.6,3.5,26.6,4.2,23.7,0.561,31.1,10.0,C,28,NYK,3,36.7,0.4,,0.4,6.0,0.778,3.7,4.0,16.7,-1.4,10.3,0.472,26.6,-0.1
1629,1991,Duane Ferrell,SF,25,ATL,78,14.9,0.489,0.667,0.487,2.0,0.801,1.0,1.9,6.1,-2.4,12.4,0.559,17.8,1.9,SF,25,ATL,5,14.6,0.444,,0.444,2.4,0.667,0.4,2.0,4.8,-2.6,10.7,0.515,15.2,0.1
1630,1991,Vern Fleming,PG,28,IND,69,28.0,0.531,0.222,0.539,3.2,0.729,2.0,1.7,12.7,1.6,17.2,0.571,19.7,4.4,PG,28,IND,5,23.0,0.45,0.0,0.462,2.8,0.786,1.6,2.0,9.4,1.0,14.7,0.509,19.6,0.1
1631,1991,Sleepy Floyd,PG,30,HOU,82,22.6,0.411,0.273,0.443,3.0,0.752,1.7,1.5,12.3,1.2,16.1,0.48,26.4,3.7,PG,30,HOU,3,13.7,0.333,0.0,0.4,0.0,,2.3,1.3,5.3,-10.7,0.3,0.333,34.3,-0.2
1632,1991,Kevin Gamble,SF,25,BOS,82,33.0,0.587,0.0,0.592,2.8,0.815,1.8,2.9,15.6,1.2,16.3,0.62,18.4,8.3,SF,25,BOS,11,21.6,0.483,,0.483,1.1,0.667,0.6,2.2,6.0,-3.3,7.7,0.506,13.3,0.1
1633,1991,Armen Gilliam,PF,26,TOT,75,35.3,0.487,0.0,0.487,4.4,0.815,2.3,2.5,16.6,-1.8,15.5,0.542,21.6,4.6,PF,26,PHI,8,35.9,0.462,,0.462,5.8,0.848,1.9,2.0,16.9,-1.8,15.1,0.543,23.0,0.4
1634,1991,Horace Grant,PF,25,CHI,78,33.9,0.547,0.167,0.55,3.6,0.711,1.2,2.6,12.8,2.5,17.6,0.585,15.3,10.3,PF,25,CHI,17,39.2,0.583,,0.583,3.5,0.733,1.2,2.6,13.3,2.2,16.0,0.62,14.1,2.6
1636,1991,A.C. Green,PF,27,LAL,82,26.4,0.476,0.2,0.507,3.7,0.738,1.2,1.4,9.1,0.0,13.8,0.556,15.6,6.1,PF,27,LAL,19,21.1,0.423,0.5,0.416,2.8,0.704,1.0,1.9,6.5,-0.6,11.9,0.513,15.8,0.7
1637,1991,Rickey Green,PG,36,PHI,79,28.5,0.463,0.222,0.475,1.8,0.83,1.4,1.6,10.0,-2.0,13.1,0.506,17.3,3.3,PG,36,PHI,8,24.9,0.436,0.75,0.412,1.1,0.889,1.6,1.1,7.4,-4.3,8.6,0.5,17.2,-0.1
1638,1991,Sidney Green,PF,30,SAS,66,16.7,0.461,0.0,0.465,1.6,0.848,1.3,2.6,6.7,-3.3,11.6,0.515,19.7,1.9,PF,30,SAS,3,3.7,0.5,,0.5,0.7,1.0,0.3,1.0,2.7,-4.3,15.9,0.581,29.7,0.0
1640,1991,Darrell Griffith,SG,32,UTA,75,13.4,0.391,0.348,0.41,0.6,0.756,0.6,1.3,5.7,-4.5,8.6,0.463,22.6,0.0,SG,32,UTA,3,3.0,0.714,,0.714,0.0,,0.3,0.0,3.3,3.8,34.0,0.714,39.1,0.0
1641,1991,Tim Hardaway,PG,24,GSW,82,39.2,0.476,0.385,0.494,4.6,0.803,3.3,2.8,22.9,4.4,20.9,0.547,24.7,9.9,PG,24,GSW,9,44.0,0.486,0.354,0.533,4.2,0.789,2.8,2.4,25.2,7.6,22.8,0.563,24.7,1.2
1642,1991,Scott Hastings,PF,30,DET,27,4.2,0.571,0.75,0.542,0.5,1.0,0.3,0.9,1.8,0.9,15.8,0.712,15.8,0.5,PF,30,DET,10,3.5,0.5,0.5,0.5,0.0,,0.1,0.6,0.8,1.4,9.9,0.667,8.7,0.1
1643,1991,Hersey Hawkins,SG,24,PHI,80,38.9,0.472,0.4,0.491,6.9,0.871,2.7,2.3,22.1,3.3,19.4,0.592,24.0,9.8,SG,24,PHI,8,41.1,0.465,0.538,0.44,7.9,0.937,2.0,3.6,20.9,6.0,21.2,0.649,20.9,1.4
1644,1991,Gerald Henderson,PG,35,DET,23,17.0,0.427,0.333,0.448,0.9,0.762,1.2,1.9,5.3,-1.6,10.1,0.487,17.3,0.5,PG,35,DET,10,4.0,0.25,0.0,0.308,0.0,,0.0,0.4,0.8,-8.0,2.6,0.25,17.4,-0.1
1646,1991,Rod Higgins,SF,31,GSW,82,24.7,0.463,0.332,0.549,2.8,0.819,0.8,2.4,9.5,0.7,13.4,0.589,14.3,5.3,SF,31,GSW,9,23.8,0.426,0.308,0.514,3.1,0.821,0.8,3.1,9.2,0.7,12.5,0.566,16.2,0.4
1648,1991,Tyrone Hill,PF,22,GSW,74,16.1,0.492,,0.492,2.1,0.632,1.0,3.6,5.3,-4.7,10.5,0.533,14.7,2.1,PF,22,GSW,9,8.9,0.643,0.0,0.692,0.7,0.667,0.2,2.8,2.4,-0.2,11.6,0.661,10.0,0.2
1649,1991,Craig Hodges,SG,30,CHI,73,11.5,0.424,0.383,0.445,0.4,0.963,0.5,1.0,5.0,-1.7,12.4,0.509,19.8,1.7,SG,30,CHI,17,12.3,0.423,0.393,0.44,0.2,0.75,0.6,1.2,4.7,-3.7,8.2,0.502,20.2,0.2
1652,1991,Jeff Hornacek,SG,27,PHO,80,34.2,0.518,0.418,0.534,2.8,0.897,1.6,2.3,16.9,3.3,17.8,0.587,19.1,9.7,SG,27,PHO,4,36.3,0.431,0.5,0.422,7.0,0.929,0.8,3.3,18.3,2.4,16.3,0.576,19.9,0.4
1653,1991,Jay Humphries,PG,28,MIL,80,34.1,0.502,0.373,0.528,3.0,0.799,1.9,3.0,15.2,2.1,17.4,0.57,19.1,8.6,PG,28,MIL,3,41.0,0.531,0.4,0.556,3.3,0.9,2.0,5.7,15.0,0.5,13.8,0.618,15.3,0.3
1654,1991,Mark Jackson,PG,25,NYK,72,22.2,0.492,0.255,0.519,2.2,0.731,1.9,1.1,8.8,2.5,18.2,0.545,19.5,4.2,PG,25,NYK,3,12.0,0.333,,0.333,0.0,,1.7,0.3,0.7,-5.4,2.1,0.333,10.2,-0.1
1656,1991,Avery Johnson,PG,25,TOT,68,14.1,0.469,0.111,0.481,1.3,0.678,1.1,0.9,4.7,-0.2,13.4,0.507,16.2,1.6,PG,25,SAS,3,6.3,0.0,0.0,0.0,0.7,1.0,0.0,1.0,0.7,-8.5,1.5,0.17,12.8,0.0
1657,1991,Buck Johnson,SF,27,HOU,73,31.2,0.477,0.133,0.483,3.0,0.727,1.7,3.3,13.6,-0.8,12.9,0.512,19.7,4.6,SF,27,HOU,3,28.7,0.357,,0.357,1.3,1.0,1.7,4.3,8.0,-4.0,6.1,0.403,18.3,0.0
1658,1991,Eddie Johnson,SG,31,TOT,81,25.7,0.484,0.325,0.503,3.2,0.891,1.5,2.2,16.7,-0.3,17.8,0.548,27.2,5.5,SG,31,SEA,5,34.2,0.517,0.267,0.568,5.8,0.828,1.6,2.6,24.0,5.9,21.9,0.59,27.4,0.6
1659,1991,Kevin Johnson,PG,24,PHO,77,36.0,0.516,0.205,0.529,8.0,0.843,3.5,2.3,22.2,6.6,23.7,0.604,24.8,12.7,PG,24,PHO,4,36.5,0.302,0.143,0.326,7.5,0.6,3.0,2.3,12.8,-3.1,9.0,0.385,23.3,-0.2
1660,1991,Magic Johnson,PG,31,LAL,79,37.1,0.477,0.32,0.532,7.3,0.906,4.0,1.9,19.4,9.0,25.1,0.623,22.9,15.4,PG,31,LAL,19,43.3,0.44,0.296,0.492,9.4,0.882,4.1,2.3,21.8,7.6,22.7,0.598,23.3,3.3
1661,1991,Vinnie Johnson,SG,34,DET,82,29.1,0.434,0.324,0.438,2.5,0.646,1.4,2.0,11.7,-0.2,12.8,0.466,21.0,3.8,SG,34,DET,15,29.2,0.464,0.154,0.483,2.1,0.71,1.1,2.2,15.2,2.4,17.6,0.488,25.0,0.8
1662,1991,Michael Jordan,SG,27,CHI,82,37.0,0.539,0.312,0.551,8.2,0.851,2.5,2.8,31.5,12.0,31.6,0.605,32.9,20.3,SG,27,CHI,17,40.5,0.524,0.385,0.534,8.7,0.845,2.5,3.1,31.1,14.6,32.0,0.6,32.7,4.8
1663,1991,Shawn Kemp,PF,21,SEA,81,30.1,0.508,0.167,0.513,5.4,0.661,2.5,3.9,15.0,0.0,17.6,0.551,22.4,6.1,PF,21,SEA,5,29.8,0.386,0.0,0.393,5.4,0.815,3.2,4.0,13.2,-5.3,9.9,0.479,24.4,0.0
1664,1991,Jerome Kersey,SF,28,POR,73,32.3,0.478,0.308,0.481,4.5,0.709,2.0,3.4,14.8,1.9,15.6,0.526,20.3,6.7,SF,28,POR,16,36.8,0.465,,0.465,6.3,0.752,1.1,4.3,17.9,4.4,18.1,0.529,21.0,2.1
1665,1991,Stacey King,PF,24,CHI,76,15.8,0.467,0.0,0.47,2.0,0.704,1.2,1.8,5.5,-3.6,10.2,0.523,17.6,1.5,PF,24,CHI,11,7.8,0.296,0.0,0.308,1.0,0.636,0.8,1.4,2.1,-12.6,1.4,0.361,22.1,-0.2
1666,1991,Joe Kleine,C,29,BOS,72,11.8,0.468,0.0,0.472,1.0,0.783,0.7,1.5,3.6,-4.3,9.9,0.519,14.9,1.2,C,29,BOS,5,6.2,0.444,,0.444,0.0,,0.4,1.4,1.6,-7.5,6.9,0.444,15.5,0.0
1668,1991,Jon Koncak,C,27,ATL,77,25.1,0.436,0.125,0.444,0.7,0.593,0.6,3.4,4.1,-0.7,8.4,0.454,8.4,2.5,C,27,ATL,5,26.6,0.286,,0.286,0.4,1.0,0.6,3.4,2.0,-3.1,3.8,0.336,5.9,0.0
1669,1991,Bill Laimbeer,C,33,DET,82,32.5,0.478,0.296,0.513,1.8,0.837,1.2,3.0,11.0,1.5,14.2,0.536,15.5,8.0,C,33,DET,15,29.7,0.446,0.294,0.466,2.1,0.871,1.1,3.6,10.9,0.0,13.8,0.507,17.5,0.9
1670,1991,Andrew Lang,C,24,PHO,63,18.3,0.577,0.0,0.58,2.1,0.715,0.7,2.7,4.9,1.2,13.6,0.632,10.3,3.7,C,24,PHO,4,13.8,0.545,,0.545,4.3,0.824,0.5,3.0,6.5,3.1,18.8,0.703,16.2,0.3
1672,1991,Cliff Levingston,PF,30,CHI,78,13.0,0.45,0.25,0.453,1.2,0.648,0.6,1.8,4.0,-2.9,11.5,0.488,15.7,2.0,PF,30,CHI,17,11.3,0.512,,0.512,0.4,0.5,0.1,1.6,2.6,1.6,13.7,0.516,11.1,0.7
1673,1991,Reggie Lewis,SG,25,BOS,79,36.4,0.491,0.077,0.495,4.3,0.826,1.9,3.0,18.7,0.7,16.2,0.54,22.2,7.5,SG,25,BOS,11,42.0,0.487,0.0,0.497,6.2,0.824,1.8,3.0,22.4,1.6,16.9,0.547,23.2,1.0
1674,1991,Alton Lister,C,32,GSW,77,20.2,0.478,0.0,0.48,2.6,0.569,1.4,3.7,6.4,-2.9,10.7,0.509,15.1,1.9,C,32,GSW,6,12.0,0.48,,0.48,0.8,0.4,1.3,2.5,4.3,-6.6,9.6,0.478,21.1,-0.1
1675,1991,Brad Lohaus,PF,26,MIL,81,15.0,0.431,0.277,0.493,0.7,0.685,0.7,2.1,5.3,-0.8,11.9,0.488,17.6,1.8,PF,26,MIL,3,13.7,0.313,0.375,0.25,0.7,0.5,1.0,2.0,4.7,-7.1,3.9,0.415,21.5,-0.1
1676,1991,Rick Mahorn,C,32,PHI,80,30.5,0.467,0.0,0.475,3.0,0.788,1.6,3.5,8.9,-1.7,11.8,0.535,14.2,4.4,C,32,PHI,8,26.0,0.556,,0.556,1.8,0.786,1.0,3.1,6.4,-1.2,10.3,0.605,11.4,0.4
1677,1991,Dan Majerle,SF,25,PHO,77,29.6,0.484,0.349,0.499,3.9,0.762,1.5,2.1,13.6,2.7,16.9,0.552,19.1,7.2,SF,25,PHO,4,27.5,0.375,0.364,0.381,4.8,0.737,0.5,3.0,10.5,2.0,13.0,0.52,16.7,0.2
1678,1991,Jeff Malone,SG,29,UTA,69,35.7,0.508,0.167,0.51,3.7,0.917,1.6,1.9,18.6,-2.0,14.4,0.56,22.5,5.1,SG,29,UTA,9,39.0,0.493,0.0,0.5,5.3,0.917,1.3,2.4,20.7,1.8,16.0,0.563,22.2,1.0
1679,1991,Karl Malone,PF,27,UTA,82,40.3,0.527,0.286,0.529,10.8,0.77,3.0,3.3,29.0,5.4,24.8,0.596,30.1,15.5,PF,27,UTA,9,42.6,0.455,0.0,0.473,10.1,0.846,2.9,3.9,29.7,4.7,21.4,0.536,31.6,1.2
1680,1991,Moses Malone,C,35,ATL,82,23.3,0.468,0.0,0.474,4.5,0.831,1.7,1.6,10.6,-0.5,18.2,0.57,19.4,5.6,C,35,ATL,5,16.8,0.2,,0.2,2.8,0.929,0.4,0.8,4.2,-1.9,14.1,0.401,14.7,0.2
1683,1991,Vernon Maxwell,SG,25,HOU,82,35.0,0.404,0.337,0.45,3.6,0.733,2.1,2.2,17.0,0.6,13.5,0.507,22.2,5.9,SG,25,HOU,3,37.7,0.411,0.333,0.483,0.7,0.5,2.3,2.7,18.7,-0.8,10.4,0.492,25.6,0.0
1685,1991,Xavier McDaniel,SF,27,TOT,81,32.5,0.497,0.0,0.501,3.3,0.723,2.3,3.3,17.0,-0.5,15.2,0.527,23.2,5.1,SF,27,PHO,4,25.3,0.415,0.0,0.425,1.5,0.667,2.5,2.5,9.5,-6.0,4.3,0.435,23.1,-0.3
1686,1991,Kevin McHale,PF,33,BOS,68,30.4,0.553,0.405,0.559,4.0,0.829,2.1,2.9,18.4,3.1,21.2,0.606,23.9,7.9,PF,33,BOS,11,34.2,0.527,0.545,0.526,7.3,0.825,1.3,3.8,20.7,4.7,21.2,0.622,23.0,1.5
1687,1991,Derrick McKey,SF,24,SEA,73,34.3,0.517,0.211,0.524,3.8,0.845,2.2,3.0,15.3,1.1,15.7,0.575,18.9,6.4,SF,24,SEA,4,28.5,0.571,0.0,0.593,2.8,0.545,1.5,3.3,9.5,0.5,11.9,0.579,14.6,0.2
1688,1991,Nate McMillan,SG,26,SEA,78,18.4,0.433,0.354,0.447,1.2,0.613,1.6,2.7,4.3,2.4,13.9,0.489,13.7,2.8,SG,26,SEA,5,19.0,0.261,0.0,0.286,0.8,0.5,0.6,3.0,2.8,0.3,9.7,0.283,12.5,0.1
1690,1991,Reggie Miller,SG,25,IND,82,36.2,0.512,0.348,0.575,7.3,0.918,2.0,2.0,22.6,4.2,21.2,0.65,22.5,12.5,SG,25,IND,5,38.6,0.486,0.421,0.51,7.4,0.865,2.4,2.8,21.6,2.2,16.7,0.626,21.2,0.5
1691,1991,Paul Mokeski,C,34,GSW,36,7.1,0.356,0.333,0.36,0.4,0.8,0.2,1.6,1.6,-5.0,6.6,0.434,11.3,0.3,C,34,GSW,3,2.7,1.0,,1.0,0.0,,0.3,1.3,0.7,0.0,8.3,1.0,10.8,0.0
1692,1991,Sidney Moncrief,SG,33,ATL,72,15.2,0.488,0.328,0.545,1.5,0.781,0.9,1.6,4.7,-0.7,11.2,0.589,13.3,1.8,SG,33,ATL,5,18.2,0.5,0.167,0.625,3.2,0.813,0.6,3.2,7.2,-3.1,13.5,0.62,15.5,0.3
1693,1991,Chris Mullin,SF,27,GSW,82,40.4,0.536,0.301,0.56,7.1,0.884,3.0,2.1,25.7,4.7,21.4,0.618,23.5,12.2,SF,27,GSW,8,45.8,0.527,0.692,0.508,6.3,0.86,3.1,2.9,23.8,2.8,17.5,0.621,20.9,0.8
1695,1991,Ed Nealy,PF,30,PHO,55,10.4,0.464,0.313,0.494,0.7,0.737,0.3,0.8,2.2,1.1,11.3,0.541,9.4,1.5,PF,30,PHO,2,10.0,0.2,0.0,0.25,0.0,,0.5,1.0,1.0,-12.7,-1.7,0.2,13.0,-0.1
1696,1991,Charles Oakley,PF,27,NYK,76,36.0,0.516,0.0,0.518,4.0,0.784,2.8,3.8,11.2,-1.0,13.6,0.585,15.0,6.2,PF,27,NYK,3,33.3,0.476,,0.476,2.0,0.5,2.3,4.3,7.7,-3.0,9.1,0.486,14.0,0.0
1697,1991,Hakeem Olajuwon,C,28,HOU,56,36.8,0.508,0.0,0.51,4.9,0.769,3.1,3.9,21.2,6.2,24.3,0.549,25.0,8.6,C,28,HOU,3,43.0,0.578,0.0,0.591,5.7,0.824,2.7,3.7,22.0,7.0,23.2,0.629,21.3,0.5
1700,1991,Robert Parish,C,37,BOS,81,30.1,0.598,0.0,0.599,3.8,0.767,1.9,2.4,14.9,2.2,20.6,0.637,19.0,10.0,C,37,BOS,10,29.6,0.598,,0.598,6.1,0.689,1.6,3.4,15.8,2.4,20.8,0.638,20.7,1.1
1701,1991,John Paxson,PG,30,CHI,82,24.0,0.548,0.438,0.571,0.5,0.829,0.8,1.7,8.7,0.3,14.0,0.596,14.4,5.7,PG,30,CHI,17,28.6,0.53,0.143,0.583,0.8,1.0,0.4,1.9,8.2,-0.8,11.7,0.568,12.3,1.5
1702,1991,Gary Payton,PG,22,SEA,82,27.4,0.45,0.077,0.459,1.2,0.711,2.2,3.0,7.2,0.8,13.2,0.476,14.9,3.4,PG,22,SEA,5,27.0,0.407,0.0,0.423,0.4,1.0,1.8,3.2,4.8,0.9,10.3,0.43,11.7,0.1
1703,1991,Will Perdue,C,25,CHI,74,13.1,0.494,0.0,0.5,1.5,0.67,1.0,2.0,4.1,-2.2,13.7,0.54,15.8,2.3,C,25,CHI,17,11.6,0.547,,0.547,1.3,0.545,0.8,2.4,4.1,-4.2,13.2,0.558,18.0,0.5
1704,1991,Sam Perkins,PF,29,LAL,73,34.3,0.495,0.281,0.515,3.8,0.821,1.4,3.4,13.5,0.9,14.8,0.567,16.9,8.0,PF,29,LAL,19,39.6,0.548,0.367,0.576,5.7,0.761,1.9,3.6,17.7,3.8,17.0,0.625,18.4,2.3
1705,1991,Chuck Person,SF,26,IND,80,32.1,0.504,0.34,0.536,2.9,0.721,2.3,2.8,18.4,-0.7,16.1,0.553,24.8,3.9,SF,26,IND,5,38.4,0.533,0.548,0.525,4.2,0.81,2.4,3.0,26.0,5.1,20.0,0.655,24.1,0.6
1706,1991,Jim Petersen,C,28,GSW,62,13.5,0.483,0.25,0.487,1.2,0.658,0.8,2.5,4.5,-4.1,9.8,0.518,15.2,1.0,C,28,GSW,9,13.0,0.706,,0.706,0.9,0.625,0.2,3.9,3.2,-2.3,8.4,0.707,8.3,0.3
1707,1991,Ricky Pierce,SG,31,TOT,78,27.8,0.485,0.397,0.495,6.0,0.913,1.9,2.2,20.5,2.3,21.0,0.586,29.7,7.9,SG,31,SEA,5,22.4,0.333,0.3,0.34,3.4,0.941,2.2,2.4,11.4,-5.9,8.0,0.442,28.8,-0.1
1708,1991,Ed Pinckney,PF,27,BOS,70,16.6,0.539,0.0,0.541,1.7,0.897,0.6,2.1,5.2,2.1,16.6,0.622,12.2,4.7,PF,27,BOS,11,15.5,0.762,,0.762,1.9,0.81,0.2,1.5,4.5,4.2,16.8,0.81,8.3,0.8
1709,1991,Scottie Pippen,SF,25,CHI,82,36.8,0.52,0.309,0.534,4.1,0.706,2.8,3.3,17.8,5.8,20.6,0.561,21.8,11.2,SF,25,CHI,17,41.4,0.504,0.235,0.521,5.9,0.792,3.2,3.4,21.6,6.5,22.0,0.564,25.2,2.9
1710,1991,Terry Porter,PG,27,POR,81,32.9,0.515,0.415,0.564,4.2,0.823,2.3,1.9,17.0,7.4,21.7,0.632,19.6,13.0,PG,27,POR,16,37.2,0.5,0.362,0.541,4.9,0.861,2.0,2.0,18.1,5.3,18.7,0.605,19.6,2.2
1711,1991,Paul Pressey,SG,32,SAS,70,24.0,0.472,0.281,0.501,1.9,0.827,1.9,2.5,7.5,-0.1,11.4,0.545,15.2,3.2,SG,32,SAS,4,31.0,0.406,0.25,0.429,2.3,0.667,1.5,3.8,8.3,0.1,9.7,0.459,14.0,0.1
1713,1991,Kurt Rambis,PF,32,PHO,62,14.5,0.497,0.0,0.503,1.4,0.706,0.7,1.7,3.6,-0.3,11.4,0.553,11.3,2.2,PF,32,PHO,4,13.3,0.4,,0.4,0.0,,1.0,1.5,1.0,1.0,9.8,0.4,7.4,0.0
1714,1991,Robert Reid,SF,35,PHI,3,12.3,0.143,,0.143,0.0,,1.0,1.0,1.3,-11.9,0.3,0.143,20.1,-0.2,SF,35,PHI,7,5.9,0.333,0.0,0.375,0.0,,0.3,1.0,0.9,-8.3,1.3,0.333,12.7,-0.1
1715,1991,Mitch Richmond,SG,25,GSW,77,39.3,0.494,0.348,0.506,6.0,0.847,3.0,2.7,23.9,1.0,17.8,0.565,24.5,7.1,SG,25,GSW,9,41.3,0.503,0.333,0.531,2.7,0.958,1.9,3.1,22.3,-0.8,14.9,0.56,22.8,0.4
1716,1991,Doc Rivers,PG,29,ATL,79,32.7,0.435,0.336,0.47,3.3,0.844,1.6,2.7,15.2,1.9,16.2,0.527,20.1,6.3,PG,29,ATL,5,34.6,0.469,0.091,0.547,3.8,0.895,0.8,2.8,15.6,1.5,16.2,0.539,19.4,0.4
1717,1991,Fred Roberts,PF,30,MIL,82,25.8,0.533,0.16,0.547,2.5,0.813,1.6,2.3,10.8,-1.1,13.4,0.583,18.2,4.2,PF,30,MIL,3,34.3,0.457,0.0,0.471,0.7,1.0,1.7,1.7,11.3,-2.3,9.8,0.474,17.6,0.0
1719,1991,Clifford Robinson,PF,24,POR,82,23.7,0.463,0.316,0.466,3.8,0.653,1.6,3.2,11.7,-0.4,14.1,0.507,22.6,4.2,PF,24,POR,16,22.1,0.538,0.333,0.544,4.3,0.551,1.6,2.9,10.3,1.0,14.0,0.56,20.9,0.6
1720,1991,David Robinson,C,25,SAS,82,37.7,0.552,0.143,0.554,9.5,0.762,3.3,3.2,25.6,8.5,27.4,0.615,26.6,17.0,C,25,SAS,4,41.5,0.686,0.0,0.7,9.5,0.868,3.8,2.8,25.8,8.5,26.1,0.76,20.7,0.8
1722,1991,Dennis Rodman,SF,29,DET,82,33.5,0.493,0.2,0.509,2.1,0.631,1.1,3.4,8.2,0.6,13.9,0.525,11.7,8.7,SF,29,DET,15,33.0,0.451,0.222,0.476,1.6,0.417,0.9,3.7,6.3,-0.1,11.8,0.463,10.1,1.0
1723,1991,Tree Rollins,C,35,DET,37,5.5,0.424,,0.424,0.4,0.571,0.4,0.9,1.0,-4.0,5.9,0.46,11.8,0.1,C,35,DET,6,5.3,1.0,,1.0,0.0,,0.3,1.0,0.7,-3.5,3.4,1.0,5.5,0.0
1724,1991,Delaney Rudd,PG,28,UTA,82,10.7,0.435,0.279,0.478,0.9,0.831,1.2,1.1,4.0,-2.4,11.8,0.512,21.2,0.6,PG,28,UTA,9,6.4,0.429,0.333,0.556,0.4,0.5,0.3,0.7,2.7,6.0,17.0,0.527,19.5,0.2
1725,1991,John Salley,PF,26,DET,74,22.3,0.475,0.0,0.476,3.5,0.727,1.2,3.2,7.4,1.1,13.6,0.556,15.4,4.8,PF,26,DET,15,20.5,0.543,,0.543,4.0,0.6,0.9,3.9,7.5,1.5,13.7,0.581,15.5,0.8
1726,1991,Mike Sanders,SF,30,IND,80,17.0,0.417,0.2,0.426,0.7,0.825,0.8,2.5,5.8,-4.9,8.4,0.446,18.1,0.1,SF,30,IND,5,8.2,0.6,0.5,0.625,0.8,0.5,0.2,1.8,3.0,2.1,15.4,0.638,12.9,0.1
